number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Lattitude,Longitude,Number of schools nearby,Distance from the airport,Price
0.786584693526115,0.631845972971723,1.22801281322385,-0.497591205139624,0.0130298173872505,0,-0.226340743037445,2.34676111715863,0.396070975030755,0.255717777202212,1.91706755873413,-2.16797078784878,0,0.678937724555539,-0.468352232793131,-0.0137148036580446,-1.56139607280306,14.1519835088709
1.96526013557606,0.992093663543815,1.21491960748836,-0.0592804018688118,0.0130298173872505,0,-0.226340743037445,-0.669658373417606,0.396070975030755,1.6209928511964,-0.662521421432541,-1.13619195714564,0,0.660244308676811,-0.452889296592429,-1.23673002217124,-1.33759485751666,13.9978329480912
0.786584693526115,0.631845972971723,1.73864783690798,2.62161403317336,0.936119991399567,0,-0.226340743037445,-0.669658373417606,1.34384674414169,2.16710288079408,-0.662521421432541,0.996150959640852,0,1.14914903165877,0.683636514161826,1.20930041485515,1.23611911827686,13.6387745727809
-0.392090748523829,-0.0886494081724615,0.953055492778542,-0.457599343527324,0.0130298173872505,0,-0.226340743037445,0.83855137187051,0.396070975030755,0.214759524982386,1.45733882959552,-1.48011823404669,0,0.80044492776722,-0.584324254298667,-1.23673002217124,-1.56139607280306,13.598598798636
-0.392090748523829,0.631845972971723,0.809030229688145,-0.437603412721174,-0.910060356625066,0,-0.226340743037445,0.83855137187051,1.34384674414169,-0.030989988336568,1.63612222426054,-0.723480424864383,0,0.862276995673766,-1.39612840483742,-1.23673002217124,0.229013649488091,13.5797894902652
1.96526013557606,1.712589044688,2.19691003765015,0.141878662041059,0.936119991399567,0,4.80643546483265,-0.669658373417606,2.29162251325263,2.64494915669205,-0.662521421432541,1.16811409809138,0,-0.213313394886452,2.77886436936177,1.20930041485515,0.788516687704074,13.5734402706491
-0.392090748523829,-0.448897098744554,0.337674823210482,0.0285417262317999,0.936119991399567,0,-0.226340743037445,2.34676111715863,0.396070975030755,-0.235781249435697,1.09977204026548,-1.68647400018732,0,0.949273277263222,-0.56112984999756,1.20930041485515,0.676616080060878,13.5278298188449
-0.392090748523829,0.631845972971723,0.534072909242842,-0.293632710916892,-0.910060356625066,0,4.80643546483265,0.83855137187051,0.396070975030755,-0.385961507575058,1.76382464902126,-0.585909914103965,0,0.057741135355001,-1.45798014964034,-1.23673002217124,0.900417295347271,13.5278298188449
0.786584693526115,0.271598282399631,0.285302000268519,0.0822907882387317,0.0130298173872505,0,-0.226340743037445,2.34676111715863,-0.551704794080183,-0.577100017934244,1.63612222426054,-1.78965188325763,0,0.870904726079309,0.142433747135954,-0.0137148036580446,-1.33759485751666,13.4559758144082
1.96526013557606,0.631845972971723,1.09708075586894,4.58281492664057,0.936119991399567,0,-0.226340743037445,-0.669658373417606,0.396070975030755,1.49811809453693,-0.662521421432541,0.239513150458549,0,0.115259338058724,1.50317213280088,-0.0137148036580446,-1.56139607280306,13.4224694513351
0.786584693526115,-0.0886494081724615,-0.212239817680126,-0.417607481915023,0.0130298173872505,0,2.2900473608976,-0.669658373417606,-0.551704794080183,-0.112906492776219,-0.202792692293926,-0.929836191005012,0,0.8493354000654,-0.383306083689107,-0.0137148036580446,0.452814864774485,13.3847291803322
0.786584693526115,-0.0886494081724615,-0.605035989744846,-0.321627014045502,0.0130298173872505,0,-0.226340743037445,-0.669658373417606,-0.551704794080183,-0.276739501655522,-0.662521421432541,-0.929836191005012,0,0.82417118638254,-0.383306083689107,1.20930041485515,1.68372154884965,13.3692250178346
0.786584693526115,0.992093663543815,0.953055492778542,2.16402715260542,0.936119991399567,0,-0.226340743037445,-0.669658373417606,1.34384674414169,1.34793783639756,-0.662521421432541,0.961758331950748,0,-0.718754601145723,1.79696792061486,-1.23673002217124,1.01231790299047,13.353476685668
-0.392090748523829,0.271598282399631,-0.303892257828561,-0.691791685128955,1.85921016541188,0,-0.226340743037445,-0.669658373417606,1.34384674414169,-0.345003255355232,0.0526121572275273,1.13372147040127,0,0.621419521851816,-0.785342424908227,1.20930041485515,-1.56139607280306,13.347107247525
0.786584693526115,0.631845972971723,1.09708075586894,-0.145022953165584,0.936119991399567,0,-0.226340743037445,-0.669658373417606,1.34384674414169,1.49811809453693,-0.662521421432541,1.44325511961221,0,1.36915615700063,-0.816268297309739,1.20930041485515,-1.11379364223027,13.3455085287173
0.786584693526115,1.712589044688,0.979241904249524,3.50271472821556,-0.910060356625066,0,-0.226340743037445,-0.669658373417606,1.34384674414169,-0.222128498695755,2.32571531796846,1.20250672578148,0,-0.359984811781043,0.845997344269577,-1.23673002217124,0.564715472417681,13.3455085287173
-0.392090748523829,-0.448897098744554,0.494793292036369,-0.234364772007463,-0.910060356625066,0,-0.226340743037445,0.83855137187051,0.396070975030755,-0.495183513494593,1.89152707378199,-0.826658307934698,0,-0.258608979515681,-1.27242491523148,-0.0137148036580446,1.12421851063366,13.3293791728036
0.786584693526115,0.631845972971723,0.979241904249524,0.163154332418803,0.936119991399567,0,-0.226340743037445,-0.669658373417606,1.34384674414169,1.37524333787745,-0.662521421432541,0.652224682739805,0,1.28359783047876,0.111507874734551,-0.0137148036580446,0.564715472417681,13.3253058540527
-0.392090748523829,0.631845972971723,1.64699539675955,1.83401431058071,0.936119991399567,0,4.80643546483265,-0.669658373417606,2.29162251325263,2.07153362561449,-0.662521421432541,0.789795193500224,0,-1.70950564271789,-1.22603610662926,-1.23673002217124,0.676616080060878,13.3113311325447
-0.392090748523829,-0.448897098744554,0.455513674829898,0.373591508222728,-0.910060356625066,0,-0.226340743037445,-0.669658373417606,0.396070975030755,0.337634281641863,0.25693603684469,0.273905778148653,0,0.455335711544676,1.34081130269312,-1.23673002217124,-0.554290604014285,13.2853339049164
0.786584693526115,0.631845972971723,1.73864783690798,-0.297631897078122,0.936119991399567,0,-0.226340743037445,-0.669658373417606,0.396070975030755,2.16710288079408,-0.662521421432541,1.374469864232,0,-0.347762193706498,2.70154968835805,-0.0137148036580446,1.68372154884965,13.2267251945288
0.786584693526115,0.631845972971723,-0.055121348854238,0.022302995820281,-0.910060356625066,0,-0.226340743037445,0.83855137187051,-0.551704794080183,-0.795544029773315,1.38071737473908,0.136335267388234,0,0.860120063072354,0.815071471868064,-1.23673002217124,-0.778091819300679,13.2176753753888
